City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
Kavaratti,10.5669,72.642,79.03,86,100,25.57,IN,moderate rain
Markova,48.6758,24.4138,48.74,72,30,2.28,UA,scattered clouds
Fallon,39.4735,-118.7774,100.45,9,0,6.91,US,clear sky
Lakatoro,-16.0999,167.4164,79.52,80,86,5.84,VU,overcast clouds
Pathein,16.7833,94.7333,78.89,87,100,3.51,MM,overcast clouds
Angoche,-16.2325,39.9086,72.0,81,0,6.6,MZ,clear sky
Felipe Carrillo Puerto,19.5833,-88.05,90.1,51,69,5.5,MX,broken clouds
Abasolo,20.45,-101.5167,67.8,80,100,2.48,MX,overcast clouds
Talcahuano,-36.7167,-73.1167,60.48,63,0,6.91,CL,clear sky
Faya,18.3851,42.4509,66.31,53,95,2.3,SA,overcast clouds
Nantucket,41.2835,-70.0995,73.0,79,0,6.91,US,clear sky
Refojos De Basto,41.5132,-7.9952,64.67,98,91,4.18,PT,overcast clouds
Maldonado,-34.6667,-54.9167,60.19,72,0,6.04,UY,clear sky
Ponnani,10.767,75.9252,74.52,92,80,3.87,IN,broken clouds
Khatanga,71.9667,102.5,41.92,90,100,8.72,RU,overcast clouds
Mahebourg,-20.4081,57.7,70.09,78,75,12.66,MU,broken clouds
Arroio Grande,-32.2375,-53.0869,56.77,79,0,7.02,BR,clear sky
Prince George,53.9166,-122.753,60.3,67,100,13.8,CA,overcast clouds
Linjiang,41.8069,126.9078,57.54,96,100,1.19,CN,overcast clouds
Kato Mazarakion,38.0667,21.65,77.36,66,0,8.1,GR,clear sky
Vanimo,-2.6741,141.3028,77.34,89,56,4.92,PG,broken clouds
Weifang,36.71,119.1019,63.57,75,0,4.52,CN,clear sky
Alofi,-19.0595,-169.9187,80.49,74,33,10.36,NU,scattered clouds
Timmins,48.4669,-81.3331,69.62,37,20,6.91,CA,few clouds
Papetoai,-17.4961,-149.8729,81.99,74,3,13.02,PF,light rain
Buba,11.5833,-15.0,75.81,92,59,4.32,GW,broken clouds
Kommunar,59.6206,30.39,45.52,62,90,4.76,RU,overcast clouds
Clovis,36.8252,-119.7029,110.61,20,20,4.61,US,haze
Samoded,63.6083,40.5111,45.36,98,100,4.56,RU,overcast clouds
Killybegs,54.6333,-8.45,61.11,85,100,18.72,IE,overcast clouds
Valenca Do Piaui,-6.4075,-41.7456,90.91,24,42,9.51,BR,scattered clouds
Kismayo,-0.3582,42.5454,75.11,81,0,15.93,SO,clear sky
San Policarpo,12.1791,125.5072,79.59,86,100,5.37,PH,overcast clouds
Lusambo,-4.9667,23.45,74.28,67,5,2.35,CD,clear sky
Sarakhs,36.5449,61.1577,79.05,15,0,9.42,IR,clear sky
Makarska,43.2969,17.0178,73.4,65,13,6.6,HR,few clouds
Alamosa,37.4695,-105.87,85.98,16,0,4.61,US,clear sky
Xinyang,32.1228,114.0656,73.45,46,60,4.85,CN,broken clouds
Hovd,48.0056,91.6419,59.56,32,4,1.57,MN,clear sky
Fukue,32.6881,128.8419,79.09,89,100,35.63,JP,heavy intensity rain
Suleja,9.1758,7.1808,77.99,93,31,0.85,NG,light rain
Baltiysk,54.6538,19.911,54.05,67,0,5.99,RU,clear sky
Geraldton,-28.7667,114.6,57.61,67,40,14.97,AU,scattered clouds
Oranjemund,-28.55,16.4333,54.19,67,0,21.61,NA,clear sky
Rio Grande,-32.035,-52.0986,60.91,84,1,11.88,BR,clear sky
Mecca,21.4267,39.8261,88.0,48,25,4.25,SA,scattered clouds
Zykovo,55.9519,93.1461,43.54,75,100,3.65,RU,overcast clouds
Dawei,14.0833,98.2,75.33,93,99,3.29,MM,overcast clouds
Abu Zabad,12.35,29.25,78.42,66,41,6.26,SD,scattered clouds
Ponta Delgada,37.7333,-25.6667,72.32,78,20,3.44,PT,few clouds
Poli,-3.3333,36.8,60.31,69,81,4.61,TZ,broken clouds
Pedra Azul,-16.0053,-41.2972,63.77,87,100,4.7,BR,overcast clouds
Krasnokamensk,50.0979,118.0369,42.31,88,100,2.64,RU,overcast clouds
Yacuiba,-22.038,-63.6797,75.34,17,0,6.69,BO,clear sky
Hokitika,-42.7167,170.9667,36.84,70,2,4.74,NZ,clear sky
Mondovi,44.396,7.8176,70.79,80,0,3.65,IT,clear sky
Kutahya,39.4242,29.9833,53.06,85,78,6.31,TR,broken clouds
Belle Fourche,44.6714,-103.8522,99.34,8,4,9.89,US,clear sky
Forlimpopoli,44.1911,12.1287,75.65,83,0,3.0,IT,clear sky
Mayo,38.8876,-76.5119,85.14,69,0,12.66,US,clear sky
Dingle,10.9995,122.6711,75.47,95,100,5.95,PH,overcast clouds
Safford,32.834,-109.7076,94.12,26,0,13.8,US,clear sky
Jacareacanga,-6.2222,-57.7528,99.79,22,81,3.29,BR,broken clouds
Camacha,33.0833,-16.3333,69.22,78,20,4.61,PT,few clouds
Shelburne,44.0787,-80.2041,68.23,69,100,10.2,CA,overcast clouds
Astara,38.5,48.6667,71.58,96,100,5.93,AZ,moderate rain
Zhangye,38.9342,100.4517,63.36,30,0,6.49,CN,clear sky
Pak Phanang,8.3511,100.202,79.48,80,100,5.23,TH,overcast clouds
Elbrus,43.2577,42.6443,51.69,98,100,8.16,RU,overcast clouds
Cam Ranh,11.9214,109.1591,80.56,78,20,1.14,VN,moderate rain
Faanui,-16.4833,-151.75,78.33,71,37,13.51,PF,scattered clouds
Huercal-Overa,37.389,-1.9454,80.24,46,100,3.02,ES,overcast clouds
Jumla,29.2747,82.1838,57.52,93,65,0.83,NP,broken clouds
Sangueya,10.7,-14.3667,76.57,91,95,3.24,GN,overcast clouds
Ishigaki,24.3448,124.1572,80.73,100,40,5.75,JP,scattered clouds
Sanford,28.8006,-81.2731,94.1,69,0,17.27,US,clear sky
Paamiut,61.994,-49.6678,39.45,99,100,4.76,GL,moderate rain
Tulun,54.5611,100.5792,49.78,96,99,2.95,RU,light rain
Davila,18.4726,120.5763,76.98,79,100,10.56,PH,overcast clouds
Roma,43.2128,-75.4557,67.57,97,100,5.75,US,moderate rain
Charters Towers,-20.1,146.2667,61.63,83,67,11.68,AU,broken clouds
Kimberley,-28.7323,24.7623,38.89,75,0,2.3,ZA,clear sky
Mount Pleasant,32.7941,-79.8626,83.07,87,75,4.61,US,broken clouds
Ambatondrazaka,-17.8333,48.4167,58.42,89,87,4.63,MG,overcast clouds
Gohpur,26.8833,93.6333,75.06,96,100,3.29,IN,overcast clouds
Samarinda,-0.5,117.15,71.26,99,100,1.54,ID,overcast clouds
Tula,54.2044,37.6111,49.59,90,97,8.3,RU,overcast clouds
Haines Junction,60.7522,-137.5108,58.95,44,46,3.44,CA,scattered clouds
Kirakira,-10.4544,161.9205,80.74,79,16,6.17,SB,few clouds
Otradnoye,59.7775,30.8181,46.04,75,54,3.4,RU,broken clouds
Warwick,41.7001,-71.4162,71.89,88,100,6.91,US,moderate rain
Maniwaki,46.3834,-75.966,70.18,49,0,5.75,CA,clear sky
Thunder Bay,48.4001,-89.3168,66.18,63,20,11.5,CA,few clouds
Moroto,2.5345,34.6666,68.09,74,43,3.11,UG,light rain
Finschhafen,-6.6024,147.8681,79.36,77,44,5.99,PG,scattered clouds
Ambilobe,-13.2,49.05,68.65,74,6,3.69,MG,clear sky
Thalgau,47.8333,13.25,65.59,88,4,4.61,AT,clear sky
Port Lincoln,-34.7333,135.8667,52.36,81,6,12.71,AU,clear sky
Sergeyevka,53.88,67.4158,54.09,66,100,11.03,KZ,overcast clouds
Port Pirie,-33.1833,138.0167,45.77,66,0,6.2,AU,clear sky
Flinders,-34.5833,150.8552,51.39,86,80,10.0,AU,light rain
Sunrise Manor,36.2111,-115.0731,109.06,17,0,6.91,US,clear sky
Aragarcas,-15.8975,-52.2508,92.05,21,0,5.75,BR,clear sky
Lima,-12.0432,-77.0282,62.85,68,40,8.05,PE,scattered clouds
Te Anau,-45.4167,167.7167,32.72,91,91,1.25,NZ,overcast clouds
Krasnoselkup,65.7,82.4667,42.82,93,100,13.6,RU,light rain
Bairiki,1.3292,172.9752,84.2,70,20,14.97,KI,few clouds
Kenora,49.8167,-94.4337,74.37,46,40,12.66,CA,scattered clouds
Kharovsk,59.9642,40.1912,42.85,87,100,4.81,RU,overcast clouds
Garoua Boulai,5.8833,14.55,64.49,97,100,2.08,CM,light rain
Xiongzhou,25.1167,114.3,71.62,75,37,1.3,CN,scattered clouds
Luancheng,37.8792,114.6517,62.76,80,0,5.17,CN,clear sky
Zhigansk,66.7697,123.3711,40.41,74,100,15.75,RU,overcast clouds
Ulaanbaatar,47.9077,106.8832,32.13,80,0,2.24,MN,clear sky
Ust-Omchug,61.15,149.6333,44.26,52,0,3.76,RU,clear sky
Iguape,-24.7081,-47.5553,65.44,76,96,6.11,BR,overcast clouds
Zeya,53.75,127.2667,55.04,95,89,8.16,RU,overcast clouds
Wokha,26.1,94.2667,59.25,99,100,1.95,IN,overcast clouds
Zhanaozen,43.3,52.8,65.17,65,2,17.16,KZ,clear sky
The Valley,18.217,-63.0578,86.14,74,20,10.36,AI,few clouds
Sarkand,45.41,79.9186,70.05,24,0,7.63,KZ,clear sky
Nioro,13.35,-15.75,76.69,93,94,5.21,GM,overcast clouds
Kristinehamn,59.3098,14.1081,46.96,71,57,3.91,SE,broken clouds
Gulabpura,25.9,74.6667,79.41,64,93,6.85,IN,overcast clouds
Buraydah,26.326,43.975,84.65,9,0,8.5,SA,clear sky
North Fort Myers,26.6673,-81.8801,96.08,65,58,3.67,US,broken clouds
Karpathos,35.507,27.2132,76.96,69,0,31.07,GR,clear sky
Fortuna,40.5982,-124.1573,73.09,92,15,8.12,US,few clouds
San Carlos De Bariloche,-41.1456,-71.3082,62.35,15,0,21.85,AR,clear sky
Sladkovo,55.5284,70.3385,47.28,95,100,11.36,RU,overcast clouds
Hirado,33.3597,129.5531,75.38,89,100,47.49,JP,moderate rain
Jijiga,9.35,42.8,65.95,76,33,3.78,ET,scattered clouds
Belmonte,-15.8631,-38.8828,72.37,75,66,9.06,BR,broken clouds
Kuala Lumpur,3.1431,101.6865,78.35,87,20,0.0,MY,few clouds
Narsaq,60.9167,-46.05,50.22,91,99,4.21,GL,light rain
Mayumba,-3.432,10.6554,74.35,86,95,8.52,GA,overcast clouds
Takaungu,-3.6837,39.8566,73.8,83,1,12.66,KE,clear sky
Cap Malheureux,-19.9842,57.6142,68.47,80,1,3.0,MU,light rain
Phangnga,8.4509,98.5298,75.24,94,100,3.76,TH,moderate rain
Birao,10.2849,22.7882,71.56,95,50,3.74,CF,light rain
Moose Factory,51.2585,-80.6094,75.2,40,0,14.97,CA,clear sky
Prince Rupert,54.3161,-130.3201,62.69,76,0,11.5,CA,clear sky
Moyale,3.5167,39.0584,74.25,51,82,12.39,KE,broken clouds
Awbari,26.5921,12.7805,86.58,24,0,8.72,LY,clear sky
Ust-Kut,56.7938,105.7672,44.78,95,98,3.65,RU,light rain
Baruun-Urt,46.6806,113.2792,43.02,91,90,10.07,MN,overcast clouds
Invermere,50.5167,-116.0354,76.35,20,32,7.31,CA,scattered clouds
Northam,51.0333,-4.2167,61.61,90,94,12.55,GB,overcast clouds
Kloulklubed,7.0419,134.2556,75.7,72,87,8.63,PW,overcast clouds
Broome,42.2506,-75.833,71.85,97,100,4.0,US,light rain
Gladstone,-23.85,151.25,58.93,77,16,2.3,AU,few clouds
Gilgit,35.9221,74.3087,76.53,59,4,4.56,PK,clear sky
Wattegama,6.7989,81.4808,75.25,86,100,9.62,LK,overcast clouds
Dicabisagan,17.0818,122.4157,79.72,86,100,4.54,PH,overcast clouds
Cabo San Lucas,22.8909,-109.9124,95.61,66,40,2.3,MX,scattered clouds
Kontagora,10.3999,5.4695,75.16,87,65,4.52,NG,broken clouds
Yuli,9.6989,10.2744,73.33,97,96,7.0,NG,heavy intensity rain
Noumea,-22.2763,166.4572,72.0,99,100,6.98,NC,overcast clouds
Pekan,3.4836,103.3996,78.91,90,100,2.86,MY,light rain
Taylor,32.3001,-99.8337,81.86,57,0,18.41,US,clear sky
Yakeshi,49.2833,120.7333,37.9,82,98,3.53,CN,overcast clouds
Port-Gentil,-0.7193,8.7815,76.96,83,20,8.05,GA,few clouds
Teguise,29.0605,-13.564,71.82,73,20,20.71,ES,few clouds
Chapadinha,-3.7417,-43.3603,85.48,45,82,7.09,BR,broken clouds
Iracoubo,5.4802,-53.2011,81.72,80,85,13.47,GF,overcast clouds
Harper,4.375,-7.7169,75.81,89,85,10.47,LR,light rain
Evensk,61.95,159.2333,44.53,55,11,6.13,RU,few clouds
Burnie,-41.0667,145.9167,46.92,87,36,8.08,AU,scattered clouds
Tsuruga,35.6455,136.0558,78.64,84,100,21.5,JP,overcast clouds
Aksu,41.1231,80.2644,72.3,20,17,2.95,CN,few clouds
Newport Beach,33.6189,-117.9289,107.62,61,20,9.22,US,few clouds
Sisimiut,66.9395,-53.6735,41.23,86,84,24.29,GL,broken clouds
Nakamura,32.9833,132.9333,80.1,96,100,15.37,JP,light rain
Port-Cartier,50.0334,-66.8654,59.22,52,70,6.69,CA,broken clouds
Great Bend,38.3645,-98.7648,89.62,39,0,11.5,US,clear sky
Karla,59.3723,24.9275,51.76,62,100,4.61,EE,overcast clouds
Catamarca,-28.4696,-65.7852,79.07,13,0,6.51,AR,clear sky
Oriximina,-1.7656,-55.8661,92.12,39,77,5.41,BR,broken clouds
Warri,5.5167,5.75,75.63,91,100,3.29,NG,overcast clouds
Tigil,57.8,158.6667,42.66,77,0,3.56,RU,clear sky
Mandal,25.45,74.5667,78.91,65,98,4.99,IN,overcast clouds
Northfield,44.4583,-93.1616,78.71,55,75,5.75,US,broken clouds
Aykhal,66.0,111.5,37.87,99,100,5.93,RU,light rain
Carmen,18.6333,-91.8333,86.04,74,20,11.5,MX,few clouds
Zarasai,55.7333,26.25,47.55,63,99,4.32,LT,overcast clouds
Mount Vernon,40.9126,-73.8371,83.34,69,75,13.8,US,broken clouds
Tongliao,43.6125,122.2653,50.25,46,42,7.18,CN,scattered clouds
Bowen,-20.0167,148.2333,69.78,69,99,17.56,AU,overcast clouds
Yerbogachen,61.2767,108.0108,41.94,92,88,9.17,RU,overcast clouds
Yucca Valley,34.1142,-116.4322,102.31,22,0,7.0,US,clear sky
Anadyr,64.75,177.4833,36.1,93,100,15.66,RU,light shower sleet
Malindi,-3.2175,40.1191,74.32,81,13,14.12,KE,few clouds
Steamboat Springs,40.485,-106.8317,91.35,14,0,8.05,US,clear sky
Caruray,10.3094,119.0128,78.75,89,100,6.82,PH,overcast clouds
Kyren,51.6828,102.1408,51.48,72,26,1.14,RU,scattered clouds
Lumberton,34.6182,-79.0086,80.82,94,100,0.0,US,heavy intensity rain
Coihaique,-45.5752,-72.0662,55.35,41,75,10.36,CL,light intensity shower rain
Kieta,-6.2167,155.6333,80.01,81,81,6.38,PG,broken clouds
Anderson,34.5334,-82.6499,82.69,73,75,10.36,US,broken clouds
Klyuchi,52.2667,79.1667,61.66,28,99,8.57,RU,overcast clouds
Epe,6.5841,3.9834,74.43,93,36,4.85,NG,scattered clouds
Sangre Grande,10.5835,-61.1177,83.05,88,94,6.6,TT,overcast clouds
Peleduy,59.6289,112.7406,46.9,88,100,9.37,RU,overcast clouds
Port Hedland,-20.3167,118.5667,57.25,94,0,6.91,AU,clear sky
Muyezerskiy,63.9333,31.65,45.82,79,100,8.23,RU,overcast clouds
Waingapu,-9.6567,120.2641,75.29,82,60,5.7,ID,broken clouds
Otavalo,0.2333,-78.2667,62.82,62,76,5.46,EC,light rain
Hlobyne,49.3878,33.2596,49.64,61,55,7.61,UA,broken clouds
Canavieiras,-15.675,-38.9472,71.42,76,69,6.8,BR,broken clouds
Tommot,58.9564,126.2925,43.84,96,95,0.76,RU,overcast clouds
Bangkalan,-7.0455,112.7351,76.95,83,73,4.83,ID,broken clouds
Chistogorskiy,53.9835,87.3843,49.53,72,99,3.42,RU,overcast clouds
Ornskoldsvik,63.2909,18.7153,40.15,93,35,3.44,SE,scattered clouds
Mubi,10.2676,13.2644,70.88,86,25,3.49,NG,scattered clouds
Raton,36.9034,-104.4391,90.21,21,0,18.41,US,clear sky
Arman,59.7,150.1667,48.52,72,0,2.33,RU,clear sky
Constantine,36.365,6.6147,78.21,69,40,3.44,DZ,scattered clouds
Saint-Georges,12.0564,-61.7485,83.88,79,20,14.97,GD,few clouds
Broken Hill,-31.95,141.4333,46.06,69,6,8.32,AU,clear sky
Kesabpur,22.9167,89.2167,79.74,92,100,5.39,BD,overcast clouds
Biltine,14.5333,20.9167,77.04,73,85,6.64,TD,overcast clouds
Ati,13.2154,18.3353,79.95,69,67,6.13,TD,broken clouds
Olafsvik,64.8945,-23.7142,50.61,69,100,4.16,IS,overcast clouds
Kerema,-7.9631,145.7785,76.93,89,100,3.2,PG,moderate rain
Roura,4.7263,-52.3274,82.31,78,76,9.22,GF,broken clouds
Misratah,32.3754,15.0925,82.15,77,0,12.12,LY,clear sky
Kundiawa,-6.0167,144.9667,57.69,85,22,3.04,PG,few clouds
Tanauan,14.0863,121.1498,78.94,93,100,0.31,PH,overcast clouds
Anshun,26.25,105.9333,58.84,76,16,4.14,CN,few clouds
Vilhena,-12.7406,-60.1458,86.22,39,0,14.97,BR,clear sky
Kiama,-34.6833,150.8667,55.0,87,85,5.01,AU,overcast clouds
Smithers,54.7804,-127.1743,59.32,51,75,8.05,CA,broken clouds
Sorland,67.667,12.6934,49.86,70,100,12.17,NO,overcast clouds
Tilichiki,60.4667,166.1,45.27,50,0,12.1,RU,clear sky
Sinnamary,5.3833,-52.95,80.6,82,82,14.79,GF,broken clouds
Nagaur,27.2,73.7333,80.4,67,7,10.2,IN,clear sky
Zaragoza,41.6561,-0.8773,81.01,53,40,18.41,ES,thunderstorm
Grand Forks,47.9417,-97.4337,80.53,50,20,25.32,US,few clouds
Eravur,7.7733,81.6095,76.62,87,100,3.22,LK,moderate rain
Lasa,46.6166,10.7002,65.28,89,8,1.81,IT,clear sky
Povenets,62.8487,34.8262,47.98,85,100,7.65,RU,overcast clouds
Lokosovo,61.1333,74.8167,43.38,92,100,8.21,RU,overcast clouds
Victor Harbor,-35.5667,138.6167,46.69,72,100,6.96,AU,overcast clouds
Kefamenanu,-9.4467,124.4781,67.33,89,37,2.95,ID,scattered clouds
Kawalu,-7.3817,108.2082,72.57,95,91,1.28,ID,moderate rain
Mutsu,41.2894,141.2169,72.41,90,95,8.59,JP,overcast clouds
Cartagena,10.3997,-75.5144,83.89,73,91,7.47,CO,overcast clouds
Aldama,22.9167,-98.0667,83.37,70,98,9.04,MX,overcast clouds
Karaton,-6.3424,106.1045,72.81,94,86,1.59,ID,heavy intensity rain
Oga,46.4631,10.347,57.88,92,5,1.7,IT,clear sky
Viedma,-40.8135,-62.9967,76.28,13,15,18.3,AR,few clouds
Cherdyn,60.403,56.4787,39.13,83,61,3.13,RU,broken clouds
Tynda,55.1667,124.7167,51.12,98,100,8.08,RU,overcast clouds
Berdigestyakh,62.0989,126.6992,44.53,96,100,5.48,RU,overcast clouds
Padang,-0.9492,100.3543,76.44,85,97,2.8,ID,overcast clouds
Tyret Pervaya,53.6703,102.3106,50.43,87,100,3.0,RU,overcast clouds
Dongsheng,39.8161,109.9776,51.89,24,2,10.02,CN,clear sky
Krasnorechenskiy,44.6265,135.3532,57.81,100,100,3.74,RU,overcast clouds
San Rafael,-34.6177,-68.3301,74.44,9,34,15.08,AR,scattered clouds
Ordynskoye,54.3656,81.8994,57.06,34,100,6.2,RU,overcast clouds
Lodwar,3.1191,35.5973,82.85,51,28,12.44,KE,scattered clouds
Arteaga,18.4667,-102.4167,64.49,97,100,3.62,MX,overcast clouds
Pacific Grove,36.6177,-121.9166,100.35,62,0,5.75,US,clear sky
Bideford,51.0179,-4.2046,62.31,91,76,11.41,GB,broken clouds
Tkibuli,42.3477,42.9981,60.04,97,100,3.22,GE,overcast clouds
Eureka,40.8021,-124.1637,74.17,80,27,5.99,US,scattered clouds
Vao,-22.6667,167.4833,67.55,62,99,14.25,NC,overcast clouds
Gorom-Gorom,14.4439,-0.2361,92.7,41,27,12.66,BF,scattered clouds
Charlestown,-32.95,151.6667,54.73,89,78,4.0,AU,light rain
Dutlwe,-23.9833,23.9,58.41,25,16,11.34,BW,few clouds
Tura,25.5198,90.2201,73.65,94,95,3.36,IN,overcast clouds
Alyangula,-13.8483,136.4192,53.47,100,41,0.0,AU,scattered clouds
Makurdi,7.7411,8.5121,74.77,92,12,4.7,NG,few clouds
Anton Lizardo,19.05,-95.9833,84.42,76,94,5.03,MX,overcast clouds
Miles City,46.4083,-105.8406,94.17,12,0,10.36,US,clear sky
Wasilla,61.5814,-149.4394,61.75,65,0,1.01,US,clear sky
Guerrero Negro,27.9769,-114.0611,82.74,69,11,15.82,MX,few clouds
Garissa,-0.4536,39.6401,73.49,70,9,16.02,KE,clear sky
Walvis Bay,-22.9575,14.5053,55.09,76,0,5.75,NA,clear sky
Ust-Kuyga,70.0167,135.6,43.56,63,43,3.6,RU,scattered clouds
Nokaneng,-19.6667,22.2667,70.97,17,0,9.89,BW,clear sky
Juiz De Fora,-21.7642,-43.3503,64.02,71,97,1.01,BR,overcast clouds
Brae,60.3964,-1.353,58.3,90,100,20.04,GB,overcast clouds
Sibolga,1.7427,98.7792,75.81,87,100,3.11,ID,overcast clouds
Ulaangom,49.9811,92.0667,53.83,48,18,1.5,MN,few clouds
Conde,-7.2597,-34.9075,71.06,100,75,8.05,BR,broken clouds
Huacho,-11.1067,-77.605,64.71,71,11,8.34,PE,few clouds
Concepcion Del Oro,24.6333,-101.4167,68.85,50,99,1.28,MX,overcast clouds
Takoradi,4.8845,-1.7554,74.5,92,64,5.86,GH,broken clouds
Shilovo,54.3204,40.874,45.21,93,100,6.46,RU,overcast clouds
Kumbo,6.2,10.6667,59.07,96,99,3.6,CM,light rain
Opuwo,-18.0607,13.84,66.7,24,0,4.45,NA,clear sky
Casper,42.8666,-106.3131,95.81,12,0,10.36,US,smoke
Kolondieba,11.0882,-6.8926,75.24,89,97,4.07,ML,overcast clouds
Sept-Iles,50.2001,-66.3821,59.52,54,20,8.05,CA,few clouds
Nautla,20.2167,-96.7833,84.74,71,35,11.86,MX,scattered clouds
Kirovskiy,45.0917,133.5136,59.63,99,100,1.99,RU,overcast clouds
Curanilahue,-37.4667,-73.35,54.75,68,100,2.64,CL,overcast clouds
Oistins,13.0667,-59.5333,82.49,83,40,9.22,BB,scattered clouds
Aktas,49.7789,72.9608,51.55,34,85,5.73,KZ,overcast clouds
Katangli,51.7102,143.2326,57.11,84,100,3.51,RU,overcast clouds
Albury,-36.0833,146.9167,46.02,100,100,3.65,AU,light rain
Tortoli,39.9256,9.6572,76.82,83,0,9.22,IT,clear sky
Matagami,49.7502,-77.6328,71.71,30,0,4.61,CA,clear sky
Chateauroux,46.8167,1.7,69.8,73,0,0.0,FR,clear sky
Qianjiang,30.4151,112.8859,70.56,59,38,1.86,CN,scattered clouds
Mao,39.8885,4.2658,79.36,94,40,5.75,ES,scattered clouds
Shache,38.4167,77.2406,75.7,23,44,1.95,CN,scattered clouds
Ngaoundere,7.3167,13.5833,63.73,95,96,1.97,CM,overcast clouds
Gorshechnoye,51.5244,38.0365,41.72,88,42,6.93,RU,scattered clouds
Trincomalee,8.5711,81.2335,79.03,82,100,21.43,LK,light rain
Puerto Asis,0.5133,-76.5007,79.81,65,67,3.02,CO,broken clouds
Batemans Bay,-35.7167,150.1833,50.09,71,21,4.45,AU,few clouds
Galle,6.0367,80.217,77.16,89,100,11.61,LK,overcast clouds
Semypolky,50.7167,30.9333,52.93,64,23,6.06,UA,few clouds
Rabo De Peixe,37.8,-25.5833,71.11,78,20,3.44,PT,few clouds
Tomatlan,19.9333,-105.25,80.89,81,100,3.42,MX,overcast clouds
Dudinka,69.4058,86.1778,43.63,95,100,6.4,RU,overcast clouds
Tateyama,34.9833,139.8667,77.09,74,8,6.29,JP,clear sky
Berezovyy,51.6667,135.7,55.17,97,100,3.91,RU,moderate rain
Boca Do Acre,-8.7522,-67.3978,89.26,28,3,1.95,BR,clear sky
Floro,61.5996,5.0328,59.07,88,86,8.05,NO,overcast clouds
